CMSDOCK Water level (NAVD88) (ft),Time ,Date
1.02,6:48:00 AM,6/24/2022
0.97,6:54:00 AM,6/24/2022
0.92,7:00:00 AM,6/24/2022
0.87,7:06:00 AM,6/24/2022
0.82,7:12:00 AM,6/24/2022
0.76,7:18:00 AM,6/24/2022
0.71,7:24:00 AM,6/24/2022
0.66,7:30:00 AM,6/24/2022
0.6,7:36:00 AM,6/24/2022
0.55,7:42:00 AM,6/24/2022
0.49,7:48:00 AM,6/24/2022
0.42,7:54:00 AM,6/24/2022
0.36,8:00:00 AM,6/24/2022
0.29,8:06:00 AM,6/24/2022
0.22,8:12:00 AM,6/24/2022
0.15,8:18:00 AM,6/24/2022
0.07,8:24:00 AM,6/24/2022
0,8:30:00 AM,6/24/2022
-0.08,8:36:00 AM,6/24/2022
-0.16,8:42:00 AM,6/24/2022
-0.23,8:48:00 AM,6/24/2022
-0.31,8:54:00 AM,6/24/2022
-0.38,9:00:00 AM,6/24/2022
-0.46,9:06:00 AM,6/24/2022
-0.53,9:12:00 AM,6/24/2022
-0.6,9:18:00 AM,6/24/2022
-0.68,9:24:00 AM,6/24/2022
-0.75,9:30:00 AM,6/24/2022
-0.82,9:36:00 AM,6/24/2022
-0.9,9:42:00 AM,6/24/2022
-0.97,9:48:00 AM,6/24/2022
-1.05,9:54:00 AM,6/24/2022
-1.12,10:00:00 AM,6/24/2022
-1.19,10:06:00 AM,6/24/2022
-1.25,10:12:00 AM,6/24/2022
-1.31,10:18:00 AM,6/24/2022
-1.37,10:24:00 AM,6/24/2022
-1.44,10:30:00 AM,6/24/2022
-1.49,10:36:00 AM,6/24/2022
-1.54,10:42:00 AM,6/24/2022
-1.59,10:48:00 AM,6/24/2022
-1.64,10:54:00 AM,6/24/2022
-1.69,11:00:00 AM,6/24/2022
-1.72,11:06:00 AM,6/24/2022
-1.77,11:12:00 AM,6/24/2022
-1.8,11:18:00 AM,6/24/2022
-1.82,11:24:00 AM,6/24/2022
-1.83,11:30:00 AM,6/24/2022
-1.81,11:36:00 AM,6/24/2022
-1.79,11:42:00 AM,6/24/2022
-1.76,11:48:00 AM,6/24/2022
-1.72,11:54:00 AM,6/24/2022
-1.68,12:00:00 PM,6/24/2022
-1.64,12:06:00 PM,6/24/2022
-1.6,12:12:00 PM,6/24/2022
-1.54,12:18:00 PM,6/24/2022
-1.48,12:24:00 PM,6/24/2022
-1.42,12:30:00 PM,6/24/2022
-1.34,12:36:00 PM,6/24/2022
-1.28,12:42:00 PM,6/24/2022
-1.22,12:48:00 PM,6/24/2022
-1.16,12:54:00 PM,6/24/2022
-1.1,1:00:00 PM,6/24/2022
-1.04,1:06:00 PM,6/24/2022
-0.99,1:12:00 PM,6/24/2022
-0.93,1:18:00 PM,6/24/2022
-0.86,1:24:00 PM,6/24/2022
-0.83,1:30:00 PM,6/24/2022
-0.75,1:36:00 PM,6/24/2022
-0.68,1:42:00 PM,6/24/2022
-0.62,1:48:00 PM,6/24/2022
-0.55,1:54:00 PM,6/24/2022
-0.47,2:00:00 PM,6/24/2022
-0.39,2:06:00 PM,6/24/2022
-0.3,2:12:00 PM,6/24/2022
-0.22,2:18:00 PM,6/24/2022
-0.13,2:24:00 PM,6/24/2022
-0.04,2:30:00 PM,6/24/2022
0.05,2:36:00 PM,6/24/2022
0.14,2:42:00 PM,6/24/2022
0.23,2:48:00 PM,6/24/2022
0.31,2:54:00 PM,6/24/2022
0.4,3:00:00 PM,6/24/2022
0.49,3:06:00 PM,6/24/2022
0.58,3:12:00 PM,6/24/2022
0.67,3:18:00 PM,6/24/2022
0.76,3:24:00 PM,6/24/2022
0.86,3:30:00 PM,6/24/2022
0.94,3:36:00 PM,6/24/2022
1.04,3:42:00 PM,6/24/2022
1.14,3:48:00 PM,6/24/2022
1.22,3:54:00 PM,6/24/2022
1.31,4:00:00 PM,6/24/2022
1.39,4:06:00 PM,6/24/2022
1.47,4:12:00 PM,6/24/2022
1.56,4:18:00 PM,6/24/2022
1.63,4:24:00 PM,6/24/2022
1.72,4:30:00 PM,6/24/2022
1.79,4:36:00 PM,6/24/2022
1.87,4:42:00 PM,6/24/2022
1.94,4:48:00 PM,6/24/2022
2.01,4:54:00 PM,6/24/2022
2.09,5:00:00 PM,6/24/2022
2.15,5:06:00 PM,6/24/2022
2.22,5:12:00 PM,6/24/2022
2.27,5:18:00 PM,6/24/2022
2.32,5:24:00 PM,6/24/2022
2.36,5:30:00 PM,6/24/2022
2.4,5:36:00 PM,6/24/2022
2.43,5:42:00 PM,6/24/2022
2.44,5:48:00 PM,6/24/2022
2.46,5:54:00 PM,6/24/2022
2.47,6:00:00 PM,6/24/2022
2.45,6:06:00 PM,6/24/2022
2.46,6:12:00 PM,6/24/2022
2.44,6:18:00 PM,6/24/2022
2.41,6:24:00 PM,6/24/2022
2.37,6:30:00 PM,6/24/2022
2.33,6:36:00 PM,6/24/2022
2.27,6:42:00 PM,6/24/2022
2.22,6:48:00 PM,6/24/2022
2.16,6:54:00 PM,6/24/2022
2.1,7:00:00 PM,6/24/2022
2.05,7:06:00 PM,6/24/2022
1.98,7:12:00 PM,6/24/2022
1.93,7:18:00 PM,6/24/2022
1.86,7:24:00 PM,6/24/2022
1.81,7:30:00 PM,6/24/2022
1.76,7:36:00 PM,6/24/2022
1.7,7:42:00 PM,6/24/2022
1.64,7:48:00 PM,6/24/2022
1.58,7:54:00 PM,6/24/2022
1.52,8:00:00 PM,6/24/2022
1.45,8:06:00 PM,6/24/2022
1.39,8:12:00 PM,6/24/2022
1.33,8:18:00 PM,6/24/2022
1.27,8:24:00 PM,6/24/2022
1.21,8:30:00 PM,6/24/2022
1.15,8:36:00 PM,6/24/2022
1.09,8:42:00 PM,6/24/2022
1.02,8:48:00 PM,6/24/2022
0.96,8:54:00 PM,6/24/2022
0.89,9:00:00 PM,6/24/2022
0.83,9:06:00 PM,6/24/2022
0.76,9:12:00 PM,6/24/2022
0.69,9:18:00 PM,6/24/2022
0.62,9:24:00 PM,6/24/2022
0.56,9:30:00 PM,6/24/2022
0.49,9:36:00 PM,6/24/2022
0.42,9:42:00 PM,6/24/2022
0.34,9:48:00 PM,6/24/2022
0.27,9:54:00 PM,6/24/2022
0.19,10:00:00 PM,6/24/2022
0.11,10:06:00 PM,6/24/2022
0.03,10:12:00 PM,6/24/2022
-0.04,10:18:00 PM,6/24/2022
-0.11,10:24:00 PM,6/24/2022
-0.18,10:30:00 PM,6/24/2022
-0.26,10:36:00 PM,6/24/2022
-0.33,10:42:00 PM,6/24/2022
-0.42,10:48:00 PM,6/24/2022
-0.49,10:54:00 PM,6/24/2022
-0.57,11:00:00 PM,6/24/2022
-0.64,11:06:00 PM,6/24/2022
-0.72,11:12:00 PM,6/24/2022
-0.79,11:18:00 PM,6/24/2022
-0.86,11:24:00 PM,6/24/2022
-0.93,11:30:00 PM,6/24/2022
-1.01,11:36:00 PM,6/24/2022
-1.06,11:42:00 PM,6/24/2022
-1.12,11:48:00 PM,6/24/2022
-1.18,11:54:00 PM,6/24/2022
-1.24,12:00:00 AM,6/25/2022
-1.3,12:06:00 AM,6/25/2022
-1.34,12:12:00 AM,6/25/2022
-1.38,12:18:00 AM,6/25/2022
-1.42,12:24:00 AM,6/25/2022
-1.45,12:30:00 AM,6/25/2022
-1.48,12:36:00 AM,6/25/2022
-1.5,12:42:00 AM,6/25/2022
-1.51,12:48:00 AM,6/25/2022
-1.52,12:54:00 AM,6/25/2022
-1.51,1:00:00 AM,6/25/2022
-1.49,1:06:00 AM,6/25/2022
-1.45,1:12:00 AM,6/25/2022
-1.4,1:18:00 AM,6/25/2022
-1.34,1:24:00 AM,6/25/2022
-1.28,1:30:00 AM,6/25/2022
-1.21,1:36:00 AM,6/25/2022
-1.13,1:42:00 AM,6/25/2022
-1.05,1:48:00 AM,6/25/2022
-0.98,1:54:00 AM,6/25/2022
-0.92,2:00:00 AM,6/25/2022
-0.86,2:06:00 AM,6/25/2022
-0.82,2:12:00 AM,6/25/2022
-0.77,2:18:00 AM,6/25/2022
-0.71,2:24:00 AM,6/25/2022
-0.66,2:30:00 AM,6/25/2022
-0.6,2:36:00 AM,6/25/2022
-0.53,2:42:00 AM,6/25/2022
-0.47,2:48:00 AM,6/25/2022
-0.4,2:54:00 AM,6/25/2022
-0.34,3:00:00 AM,6/25/2022
-0.28,3:06:00 AM,6/25/2022
-0.21,3:12:00 AM,6/25/2022
-0.14,3:18:00 AM,6/25/2022
-0.06,3:24:00 AM,6/25/2022
0.03,3:30:00 AM,6/25/2022
0.11,3:36:00 AM,6/25/2022
0.2,3:42:00 AM,6/25/2022
0.28,3:48:00 AM,6/25/2022
0.35,3:54:00 AM,6/25/2022
0.42,4:00:00 AM,6/25/2022
0.49,4:06:00 AM,6/25/2022
0.56,4:12:00 AM,6/25/2022
0.62,4:18:00 AM,6/25/2022
0.69,4:24:00 AM,6/25/2022
0.76,4:30:00 AM,6/25/2022
0.81,4:36:00 AM,6/25/2022
0.87,4:42:00 AM,6/25/2022
0.94,4:48:00 AM,6/25/2022
1,4:54:00 AM,6/25/2022
1.06,5:00:00 AM,6/25/2022
1.12,5:06:00 AM,6/25/2022
1.16,5:12:00 AM,6/25/2022
1.22,5:18:00 AM,6/25/2022
1.26,5:24:00 AM,6/25/2022
1.3,5:30:00 AM,6/25/2022
1.33,5:36:00 AM,6/25/2022
1.35,5:42:00 AM,6/25/2022
1.38,5:48:00 AM,6/25/2022
1.39,5:54:00 AM,6/25/2022
1.41,6:00:00 AM,6/25/2022
1.42,6:06:00 AM,6/25/2022
1.42,6:12:00 AM,6/25/2022
1.42,6:18:00 AM,6/25/2022
1.42,6:24:00 AM,6/25/2022
1.41,6:30:00 AM,6/25/2022
1.39,6:36:00 AM,6/25/2022
1.35,6:42:00 AM,6/25/2022
1.32,6:48:00 AM,6/25/2022
1.26,6:54:00 AM,6/25/2022
1.21,7:00:00 AM,6/25/2022
1.16,7:06:00 AM,6/25/2022
1.11,7:12:00 AM,6/25/2022
1.04,7:18:00 AM,6/25/2022
0.98,7:24:00 AM,6/25/2022
0.92,7:30:00 AM,6/25/2022
0.86,7:36:00 AM,6/25/2022
0.8,7:42:00 AM,6/25/2022
0.74,7:48:00 AM,6/25/2022
0.68,7:54:00 AM,6/25/2022
0.63,8:00:00 AM,6/25/2022
0.57,8:06:00 AM,6/25/2022
0.51,8:12:00 AM,6/25/2022
0.45,8:18:00 AM,6/25/2022
0.39,8:24:00 AM,6/25/2022
0.33,8:30:00 AM,6/25/2022
0.27,8:36:00 AM,6/25/2022
0.21,8:42:00 AM,6/25/2022
0.15,8:48:00 AM,6/25/2022
0.08,8:54:00 AM,6/25/2022
0.01,9:00:00 AM,6/25/2022
-0.06,9:06:00 AM,6/25/2022
-0.13,9:12:00 AM,6/25/2022
-0.19,9:18:00 AM,6/25/2022
-0.27,9:24:00 AM,6/25/2022
-0.34,9:30:00 AM,6/25/2022
-0.41,9:36:00 AM,6/25/2022
-0.48,9:42:00 AM,6/25/2022
-0.55,9:48:00 AM,6/25/2022
-0.62,9:54:00 AM,6/25/2022
-0.69,10:00:00 AM,6/25/2022
-0.77,10:06:00 AM,6/25/2022
-0.83,10:12:00 AM,6/25/2022
-0.9,10:18:00 AM,6/25/2022
-0.99,10:24:00 AM,6/25/2022
-1.05,10:30:00 AM,6/25/2022
-1.13,10:36:00 AM,6/25/2022
-1.2,10:42:00 AM,6/25/2022
-1.26,10:48:00 AM,6/25/2022
-1.33,10:54:00 AM,6/25/2022
-1.4,11:00:00 AM,6/25/2022
-1.47,11:06:00 AM,6/25/2022
-1.54,11:12:00 AM,6/25/2022
-1.59,11:18:00 AM,6/25/2022
-1.65,11:24:00 AM,6/25/2022
-1.7,11:30:00 AM,6/25/2022
-1.76,11:36:00 AM,6/25/2022
-1.8,11:42:00 AM,6/25/2022
-1.84,11:48:00 AM,6/25/2022
-1.89,11:54:00 AM,6/25/2022
-1.94,12:00:00 PM,6/25/2022
-1.97,12:06:00 PM,6/25/2022
-2,12:12:00 PM,6/25/2022
-2.03,12:18:00 PM,6/25/2022
-2.05,12:24:00 PM,6/25/2022
-2.05,12:30:00 PM,6/25/2022
-2.04,12:36:00 PM,6/25/2022
-2.01,12:42:00 PM,6/25/2022
-1.96,12:48:00 PM,6/25/2022
-1.9,12:54:00 PM,6/25/2022
-1.83,1:00:00 PM,6/25/2022
-1.77,1:06:00 PM,6/25/2022
-1.69,1:12:00 PM,6/25/2022
-1.61,1:18:00 PM,6/25/2022
-1.54,1:24:00 PM,6/25/2022
-1.47,1:30:00 PM,6/25/2022
-1.41,1:36:00 PM,6/25/2022
-1.35,1:42:00 PM,6/25/2022
-1.29,1:48:00 PM,6/25/2022
-1.25,1:54:00 PM,6/25/2022
-1.19,2:00:00 PM,6/25/2022
-1.13,2:06:00 PM,6/25/2022
-1.07,2:12:00 PM,6/25/2022
-1,2:18:00 PM,6/25/2022
-0.92,2:24:00 PM,6/25/2022
-0.83,2:30:00 PM,6/25/2022
-0.74,2:36:00 PM,6/25/2022
-0.66,2:42:00 PM,6/25/2022
-0.57,2:48:00 PM,6/25/2022
-0.49,2:54:00 PM,6/25/2022
-0.41,3:00:00 PM,6/25/2022
-0.32,3:06:00 PM,6/25/2022
-0.23,3:12:00 PM,6/25/2022
-0.14,3:18:00 PM,6/25/2022
-0.07,3:24:00 PM,6/25/2022
0.02,3:30:00 PM,6/25/2022
0.11,3:36:00 PM,6/25/2022
0.21,3:42:00 PM,6/25/2022
0.31,3:48:00 PM,6/25/2022
0.4,3:54:00 PM,6/25/2022
0.5,4:00:00 PM,6/25/2022
0.6,4:06:00 PM,6/25/2022
0.69,4:12:00 PM,6/25/2022
0.79,4:18:00 PM,6/25/2022
0.88,4:24:00 PM,6/25/2022
0.96,4:30:00 PM,6/25/2022
1.05,4:36:00 PM,6/25/2022
1.13,4:42:00 PM,6/25/2022
1.21,4:48:00 PM,6/25/2022
1.3,4:54:00 PM,6/25/2022
1.37,5:00:00 PM,6/25/2022
1.45,5:06:00 PM,6/25/2022
1.53,5:12:00 PM,6/25/2022
1.61,5:18:00 PM,6/25/2022
1.69,5:24:00 PM,6/25/2022
1.77,5:30:00 PM,6/25/2022
1.85,5:36:00 PM,6/25/2022
1.91,5:42:00 PM,6/25/2022
1.97,5:48:00 PM,6/25/2022
2.04,5:54:00 PM,6/25/2022
2.09,6:00:00 PM,6/25/2022
2.15,6:06:00 PM,6/25/2022
2.19,6:12:00 PM,6/25/2022
2.23,6:18:00 PM,6/25/2022
2.26,6:24:00 PM,6/25/2022
2.29,6:30:00 PM,6/25/2022
2.31,6:36:00 PM,6/25/2022
2.32,6:42:00 PM,6/25/2022
2.33,6:48:00 PM,6/25/2022
2.32,6:54:00 PM,6/25/2022
2.3,7:00:00 PM,6/25/2022
2.26,7:06:00 PM,6/25/2022
2.22,7:12:00 PM,6/25/2022
2.18,7:18:00 PM,6/25/2022
2.12,7:24:00 PM,6/25/2022
2.06,7:30:00 PM,6/25/2022
2,7:36:00 PM,6/25/2022
1.93,7:42:00 PM,6/25/2022
1.88,7:48:00 PM,6/25/2022
1.82,7:54:00 PM,6/25/2022
1.76,8:00:00 PM,6/25/2022
1.71,8:06:00 PM,6/25/2022
1.66,8:12:00 PM,6/25/2022
1.61,8:18:00 PM,6/25/2022
1.55,8:24:00 PM,6/25/2022
1.49,8:30:00 PM,6/25/2022
1.43,8:36:00 PM,6/25/2022
1.37,8:42:00 PM,6/25/2022
1.32,8:48:00 PM,6/25/2022
1.26,8:54:00 PM,6/25/2022
1.2,9:00:00 PM,6/25/2022
1.15,9:06:00 PM,6/25/2022
1.09,9:12:00 PM,6/25/2022
1.02,9:18:00 PM,6/25/2022
0.96,9:24:00 PM,6/25/2022
0.89,9:30:00 PM,6/25/2022
0.82,9:36:00 PM,6/25/2022
0.75,9:42:00 PM,6/25/2022
0.68,9:48:00 PM,6/25/2022
0.6,9:54:00 PM,6/25/2022
0.53,10:00:00 PM,6/25/2022
0.47,10:06:00 PM,6/25/2022
0.39,10:12:00 PM,6/25/2022
0.32,10:18:00 PM,6/25/2022
0.26,10:24:00 PM,6/25/2022
0.18,10:30:00 PM,6/25/2022
0.11,10:36:00 PM,6/25/2022
0.03,10:42:00 PM,6/25/2022
-0.05,10:48:00 PM,6/25/2022
-0.13,10:54:00 PM,6/25/2022
-0.21,11:00:00 PM,6/25/2022
-0.29,11:06:00 PM,6/25/2022
-0.37,11:12:00 PM,6/25/2022
-0.45,11:18:00 PM,6/25/2022
-0.53,11:24:00 PM,6/25/2022
-0.62,11:30:00 PM,6/25/2022
-0.69,11:36:00 PM,6/25/2022
-0.77,11:42:00 PM,6/25/2022
-0.85,11:48:00 PM,6/25/2022
-0.93,11:54:00 PM,6/25/2022
-1,12:00:00 AM,6/26/2022
-1.09,12:06:00 AM,6/26/2022
-1.15,12:12:00 AM,6/26/2022
-1.22,12:18:00 AM,6/26/2022
-1.27,12:24:00 AM,6/26/2022
-1.33,12:30:00 AM,6/26/2022
-1.38,12:36:00 AM,6/26/2022
-1.43,12:42:00 AM,6/26/2022
-1.49,12:48:00 AM,6/26/2022
-1.54,12:54:00 AM,6/26/2022
-1.59,1:00:00 AM,6/26/2022
-1.64,1:06:00 AM,6/26/2022
-1.67,1:12:00 AM,6/26/2022
-1.71,1:18:00 AM,6/26/2022
-1.73,1:24:00 AM,6/26/2022
-1.74,1:30:00 AM,6/26/2022
-1.74,1:36:00 AM,6/26/2022
-1.74,1:42:00 AM,6/26/2022
-1.73,1:48:00 AM,6/26/2022
-1.69,1:54:00 AM,6/26/2022
-1.63,2:00:00 AM,6/26/2022
-1.57,2:06:00 AM,6/26/2022
-1.51,2:12:00 AM,6/26/2022
-1.44,2:18:00 AM,6/26/2022
-1.39,2:24:00 AM,6/26/2022
-1.32,2:30:00 AM,6/26/2022
-1.25,2:36:00 AM,6/26/2022
-1.19,2:42:00 AM,6/26/2022
-1.12,2:48:00 AM,6/26/2022
-1.05,2:54:00 AM,6/26/2022
-0.98,3:00:00 AM,6/26/2022
-0.92,3:06:00 AM,6/26/2022
-0.87,3:12:00 AM,6/26/2022
-0.81,3:18:00 AM,6/26/2022
-0.75,3:24:00 AM,6/26/2022
-0.68,3:30:00 AM,6/26/2022
-0.62,3:36:00 AM,6/26/2022
-0.55,3:42:00 AM,6/26/2022
-0.49,3:48:00 AM,6/26/2022
-0.43,3:54:00 AM,6/26/2022
-0.37,4:00:00 AM,6/26/2022
-0.3,4:06:00 AM,6/26/2022
-0.23,4:12:00 AM,6/26/2022
-0.16,4:18:00 AM,6/26/2022
-0.08,4:24:00 AM,6/26/2022
-0.01,4:30:00 AM,6/26/2022
0.07,4:36:00 AM,6/26/2022
0.15,4:42:00 AM,6/26/2022
0.22,4:48:00 AM,6/26/2022
0.29,4:54:00 AM,6/26/2022
0.35,5:00:00 AM,6/26/2022
0.42,5:06:00 AM,6/26/2022
0.48,5:12:00 AM,6/26/2022
0.54,5:18:00 AM,6/26/2022
0.6,5:24:00 AM,6/26/2022
0.66,5:30:00 AM,6/26/2022
0.71,5:36:00 AM,6/26/2022
0.77,5:42:00 AM,6/26/2022
0.82,5:48:00 AM,6/26/2022
0.86,5:54:00 AM,6/26/2022
0.9,6:00:00 AM,6/26/2022
0.95,6:06:00 AM,6/26/2022
0.98,6:12:00 AM,6/26/2022
1.01,6:18:00 AM,6/26/2022
1.04,6:24:00 AM,6/26/2022
1.07,6:30:00 AM,6/26/2022
1.1,6:36:00 AM,6/26/2022
1.11,6:42:00 AM,6/26/2022
1.13,6:48:00 AM,6/26/2022
1.14,6:54:00 AM,6/26/2022
1.15,7:00:00 AM,6/26/2022
1.15,7:06:00 AM,6/26/2022
1.15,7:12:00 AM,6/26/2022
1.13,7:18:00 AM,6/26/2022
1.11,7:24:00 AM,6/26/2022
1.07,7:30:00 AM,6/26/2022
1.03,7:36:00 AM,6/26/2022
0.99,7:42:00 AM,6/26/2022
0.94,7:48:00 AM,6/26/2022
0.9,7:54:00 AM,6/26/2022
0.85,8:00:00 AM,6/26/2022
0.79,8:06:00 AM,6/26/2022
0.74,8:12:00 AM,6/26/2022
0.68,8:18:00 AM,6/26/2022
0.63,8:24:00 AM,6/26/2022
0.57,8:30:00 AM,6/26/2022
0.5,8:36:00 AM,6/26/2022
0.44,8:42:00 AM,6/26/2022
0.38,8:48:00 AM,6/26/2022
0.31,8:54:00 AM,6/26/2022
0.25,9:00:00 AM,6/26/2022
0.19,9:06:00 AM,6/26/2022
0.13,9:12:00 AM,6/26/2022
0.07,9:18:00 AM,6/26/2022
0,9:24:00 AM,6/26/2022
-0.05,9:30:00 AM,6/26/2022
-0.12,9:36:00 AM,6/26/2022
-0.19,9:42:00 AM,6/26/2022
-0.25,9:48:00 AM,6/26/2022
-0.33,9:54:00 AM,6/26/2022
-0.4,10:00:00 AM,6/26/2022
-0.47,10:06:00 AM,6/26/2022
-0.54,10:12:00 AM,6/26/2022
-0.62,10:18:00 AM,6/26/2022
-0.69,10:24:00 AM,6/26/2022
-0.76,10:30:00 AM,6/26/2022
-0.84,10:36:00 AM,6/26/2022
-0.92,10:42:00 AM,6/26/2022
-1,10:48:00 AM,6/26/2022
-1.07,10:54:00 AM,6/26/2022
-1.14,11:00:00 AM,6/26/2022
-1.22,11:06:00 AM,6/26/2022
-1.28,11:12:00 AM,6/26/2022
-1.35,11:18:00 AM,6/26/2022
-1.41,11:24:00 AM,6/26/2022
-1.47,11:30:00 AM,6/26/2022
-1.54,11:36:00 AM,6/26/2022
-1.6,11:42:00 AM,6/26/2022
-1.66,11:48:00 AM,6/26/2022
-1.71,11:54:00 AM,6/26/2022
-1.76,12:00:00 PM,6/26/2022
-1.81,12:06:00 PM,6/26/2022
-1.86,12:12:00 PM,6/26/2022
-1.91,12:18:00 PM,6/26/2022
-1.94,12:24:00 PM,6/26/2022
-1.97,12:30:00 PM,6/26/2022
-2,12:36:00 PM,6/26/2022
-2.03,12:42:00 PM,6/26/2022
-2.05,12:48:00 PM,6/26/2022
-2.08,12:54:00 PM,6/26/2022
-2.1,1:00:00 PM,6/26/2022
-2.09,1:06:00 PM,6/26/2022
-2.07,1:12:00 PM,6/26/2022
-2.04,1:18:00 PM,6/26/2022
-2,1:24:00 PM,6/26/2022
-1.96,1:30:00 PM,6/26/2022
-1.89,1:36:00 PM,6/26/2022
-1.81,1:42:00 PM,6/26/2022
-1.74,1:48:00 PM,6/26/2022
-1.67,1:54:00 PM,6/26/2022
-1.59,2:00:00 PM,6/26/2022
-1.53,2:06:00 PM,6/26/2022
-1.46,2:12:00 PM,6/26/2022
-1.39,2:18:00 PM,6/26/2022
-1.32,2:24:00 PM,6/26/2022
-1.25,2:30:00 PM,6/26/2022
-1.2,2:36:00 PM,6/26/2022
-1.14,2:42:00 PM,6/26/2022
-1.07,2:48:00 PM,6/26/2022
-1,2:54:00 PM,6/26/2022
-0.94,3:00:00 PM,6/26/2022
-0.89,3:06:00 PM,6/26/2022
-0.82,3:12:00 PM,6/26/2022
-0.74,3:18:00 PM,6/26/2022
-0.67,3:24:00 PM,6/26/2022
-0.59,3:30:00 PM,6/26/2022
-0.5,3:36:00 PM,6/26/2022
-0.42,3:42:00 PM,6/26/2022
-0.35,3:48:00 PM,6/26/2022
-0.26,3:54:00 PM,6/26/2022
-0.17,4:00:00 PM,6/26/2022
-0.09,4:06:00 PM,6/26/2022
-0.01,4:12:00 PM,6/26/2022
0.07,4:18:00 PM,6/26/2022
0.15,4:24:00 PM,6/26/2022
0.24,4:30:00 PM,6/26/2022
0.32,4:36:00 PM,6/26/2022
0.41,4:42:00 PM,6/26/2022
0.5,4:48:00 PM,6/26/2022
0.59,4:54:00 PM,6/26/2022
0.66,5:00:00 PM,6/26/2022
0.75,5:06:00 PM,6/26/2022
0.83,5:12:00 PM,6/26/2022
0.91,5:18:00 PM,6/26/2022
0.99,5:24:00 PM,6/26/2022
1.07,5:30:00 PM,6/26/2022
1.15,5:36:00 PM,6/26/2022
1.23,5:42:00 PM,6/26/2022
1.31,5:48:00 PM,6/26/2022
1.38,5:54:00 PM,6/26/2022
1.45,6:00:00 PM,6/26/2022
1.51,6:06:00 PM,6/26/2022
1.57,6:12:00 PM,6/26/2022
1.64,6:18:00 PM,6/26/2022
1.7,6:24:00 PM,6/26/2022
1.76,6:30:00 PM,6/26/2022
1.82,6:36:00 PM,6/26/2022
1.88,6:42:00 PM,6/26/2022
1.93,6:48:00 PM,6/26/2022
1.99,6:54:00 PM,6/26/2022
2.04,7:00:00 PM,6/26/2022
2.09,7:06:00 PM,6/26/2022
2.14,7:12:00 PM,6/26/2022
2.17,7:18:00 PM,6/26/2022
2.2,7:24:00 PM,6/26/2022
2.22,7:30:00 PM,6/26/2022
2.22,7:36:00 PM,6/26/2022
2.22,7:42:00 PM,6/26/2022
2.22,7:48:00 PM,6/26/2022
2.21,7:54:00 PM,6/26/2022
2.19,8:00:00 PM,6/26/2022
2.16,8:06:00 PM,6/26/2022
2.12,8:12:00 PM,6/26/2022
2.07,8:18:00 PM,6/26/2022
2.02,8:24:00 PM,6/26/2022
1.97,8:30:00 PM,6/26/2022
1.9,8:36:00 PM,6/26/2022
1.84,8:42:00 PM,6/26/2022
1.79,8:48:00 PM,6/26/2022
1.73,8:54:00 PM,6/26/2022
1.67,9:00:00 PM,6/26/2022
1.62,9:06:00 PM,6/26/2022
1.55,9:12:00 PM,6/26/2022
1.49,9:18:00 PM,6/26/2022
1.43,9:24:00 PM,6/26/2022
1.36,9:30:00 PM,6/26/2022
1.29,9:36:00 PM,6/26/2022
1.23,9:42:00 PM,6/26/2022
1.16,9:48:00 PM,6/26/2022
1.1,9:54:00 PM,6/26/2022
1.04,10:00:00 PM,6/26/2022
0.97,10:06:00 PM,6/26/2022
0.9,10:12:00 PM,6/26/2022
0.83,10:18:00 PM,6/26/2022
0.76,10:24:00 PM,6/26/2022
0.68,10:30:00 PM,6/26/2022
0.6,10:36:00 PM,6/26/2022
0.52,10:42:00 PM,6/26/2022
0.44,10:48:00 PM,6/26/2022
0.37,10:54:00 PM,6/26/2022
0.28,11:00:00 PM,6/26/2022
0.21,11:06:00 PM,6/26/2022
0.13,11:12:00 PM,6/26/2022
0.05,11:18:00 PM,6/26/2022
-0.03,11:24:00 PM,6/26/2022
-0.11,11:30:00 PM,6/26/2022
-0.19,11:36:00 PM,6/26/2022
-0.28,11:42:00 PM,6/26/2022
-0.36,11:48:00 PM,6/26/2022
-0.44,11:54:00 PM,6/26/2022
-0.52,12:00:00 AM,6/27/2022
-0.62,12:06:00 AM,6/27/2022
-0.68,12:12:00 AM,6/27/2022
-0.77,12:18:00 AM,6/27/2022
-0.85,12:24:00 AM,6/27/2022
-0.93,12:30:00 AM,6/27/2022
-1.01,12:36:00 AM,6/27/2022
-1.08,12:42:00 AM,6/27/2022
-1.16,12:48:00 AM,6/27/2022
-1.25,12:54:00 AM,6/27/2022
-1.33,1:00:00 AM,6/27/2022
-1.4,1:06:00 AM,6/27/2022
-1.47,1:12:00 AM,6/27/2022
-1.53,1:18:00 AM,6/27/2022
-1.59,1:24:00 AM,6/27/2022
-1.64,1:30:00 AM,6/27/2022
-1.69,1:36:00 AM,6/27/2022
-1.73,1:42:00 AM,6/27/2022
-1.77,1:48:00 AM,6/27/2022
-1.79,1:54:00 AM,6/27/2022
-1.79,2:00:00 AM,6/27/2022
-1.8,2:06:00 AM,6/27/2022
-1.8,2:12:00 AM,6/27/2022
-1.78,2:18:00 AM,6/27/2022
-1.77,2:24:00 AM,6/27/2022
-1.75,2:30:00 AM,6/27/2022
-1.73,2:36:00 AM,6/27/2022
-1.68,2:42:00 AM,6/27/2022
-1.62,2:48:00 AM,6/27/2022
-1.54,2:54:00 AM,6/27/2022
